URLLength,IsDomainIP,HasObfuscation,NoOfSubDomain,IsHTTPS,URLSimilarityIndex,NoOfEqualsInURL,NoOfQMarkInURL,SpacialCharRatioInURL,DomainLength,TLDLegitimateProb,CharContinuationRate,URLCharProb,TLDLength,NoOfiFrame,NoOfPopup,HasHiddenFields,NoOfSelfRedirect,HasExternalFormSubmit,HasSubmitButton,HasPasswordField,HasSocialNet
27,0,0,1,1,74.0741,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
59,0,0,1,1,91.5254,0,0,0.1186,51,0.8,0.0517,1.0,2,0,0,0,0,0,0,0,0
38,0,0,2,0,60.5263,0,0,0.1842,31,0.95,0.1892,1.0,3,0,0,0,0,0,0,0,0
24,0,0,2,1,66.6667,0,0,0.25,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
42,0,0,0,0,76.1905,0,0,0.2143,25,0.95,0.0732,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,0,60.0,0,0,0.25,13,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,0,72.7273,0,0,0.2273,15,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
34,0,0,2,1,76.4706,0,0,0.1765,26,0.5,0.1212,1.0,2,0,0,0,0,0,0,0,0
51,0,0,2,0,86.2745,0,0,0.1373,43,0.5,0.06,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,0,56.6667,0,0,0.2,23,0.88,0.1724,1.0,2,0,0,0,0,0,0,0,1
35,0,0,1,1,71.4286,0,0,0.1429,27,0.95,0.1176,1.0,3,2,1,0,155,0,1,0,1
22,0,0,1,1,68.1818,0,0,0.2273,14,0.85,0.1905,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,64.2857,0,0,0.2143,20,0.9,0.1481,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,60.8696,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
18,0,0,1,0,50.0,0,0,0.2778,11,0.5,0.2353,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,1,69.5652,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,76.6667,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
89,0,0,1,1,93.2584,0,0,0.0787,16,0.5,0.0227,1.0,4,0,0,0,0,0,0,0,0
36,0,0,1,0,88.8889,0,0,0.2222,17,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.2222,18,0.5,0.0769,1.0,3,0,0,0,0,0,0,0,0
36,0,0,2,1,66.6667,0,0,0.1667,28,0.9,0.1143,1.0,2,0,0,0,0,0,0,0,0
57,0,0,1,1,87.7193,0,0,0.1404,48,0.8,0.0714,1.0,2,0,0,0,0,0,0,0,0
21,0,0,1,0,57.1429,0,0,0.2381,14,0.95,0.25,1.0,3,0,0,0,0,1,0,0,0
79,0,0,2,1,89.8734,0,0,0.1519,25,0.5,0.0641,1.0,2,0,0,0,0,0,0,0,0
24,0,0,2,0,62.5,0,0,0.25,17,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.1852,19,0.88,0.1538,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,62.5,0,0,0.2083,16,0.5,0.1739,1.0,2,0,2,0,3,0,1,0,1
41,0,0,2,0,78.0488,0,0,0.1951,29,0.5,0.075,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.1852,19,0.9,0.1538,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,75.0,0,0,0.25,15,0.5,0.087,1.0,2,0,0,0,0,0,0,0,0
59,0,0,1,1,89.8305,0,0,0.1695,23,0.3,0.1034,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,52.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,69.5652,0,0,0.2174,15,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,0,66.6667,0,0,0.2381,14,0.95,0.25,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,1,78.125,0,0,0.1562,24,0.95,0.1613,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,78.5714,0,0,0.1786,20,0.9,0.2222,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,1,56.25,0,0,0.1875,24,0.95,0.129,1.0,3,0,0,0,0,0,0,0,0
37,0,0,1,1,86.4865,0,0,0.1351,29,0.95,0.1389,1.0,3,0,0,0,0,0,0,0,0
33,0,0,2,1,69.697,0,0,0.2121,25,0.9,0.1562,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,59.2593,0,0,0.1852,19,0.95,0.1538,1.0,3,3,0,1,31,0,1,1,1
29,0,0,1,0,58.6207,0,0,0.2069,22,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
53,0,0,1,1,84.9057,0,0,0.1321,44,0.95,0.0577,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,45.0,0,0,0.25,12,0.9,0.2105,1.0,3,0,0,0,0,0,0,0,0
48,0,0,3,0,81.25,0,0,0.2083,41,0.95,0.1064,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,82.3529,0,0,0.1471,26,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,60.7143,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
38,0,0,1,1,76.3158,0,0,0.2105,29,0.35,0.0811,1.0,4,0,0,0,0,0,0,0,0
28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1852,1.0,3,0,0,0,0,0,0,0,0
40,0,0,1,0,85.0,0,0,0.2,32,0.5,0.1026,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,1,47.8261,0,0,0.2174,15,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
43,0,0,1,1,72.093,0,0,0.186,34,0.5,0.0714,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,56.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,60.7143,0,0,0.2143,20,0.9,0.1481,1.0,3,0,0,1,111,1,1,1,1
32,0,0,2,1,68.75,0,0,0.1875,24,0.88,0.129,1.0,2,0,0,0,0,0,0,0,0
24,0,0,2,1,50.0,0,0,0.25,16,0.88,0.1739,1.0,2,1,0,0,0,1,1,0,1
20,0,0,2,0,55.0,0,0,0.3,13,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,75.0,0,0,0.3214,19,0.5,0.1111,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,52.1739,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,53,1,1,0,1
20,0,0,1,1,70.0,0,0,0.25,12,0.5,0.2632,1.0,2,0,0,0,0,0,0,0,0
75,0,0,1,0,85.3333,0,0,0.0933,28,0.95,0.0405,1.0,3,0,0,0,0,0,0,0,0
25,0,0,2,1,68.0,0,0,0.24,17,0.5,0.1667,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,65.5172,0,0,0.2414,20,0.95,0.1071,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,66.6667,0,0,0.2083,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
85,0,0,1,0,89.4118,0,0,0.1176,19,0.95,0.0595,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,0,53.3333,0,0,0.2,22,0.9,0.069,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,77.7778,0,0,0.2222,19,0.55,0.1538,1.0,4,0,0,0,4,0,1,0,1
26,0,0,2,0,57.6923,0,0,0.2308,19,0.5,0.16,1.0,4,0,0,0,0,0,0,0,0
95,0,0,0,1,90.5263,0,0,0.1579,16,0.95,0.0426,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,63.6364,0,0,0.2273,14,0.95,0.1905,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,51.7241,0,0,0.1724,21,0.9,0.1429,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,8,0,1,0,1
42,0,0,1,0,71.4286,0,0,0.1429,35,0.95,0.0976,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,58.6207,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,1,1,0,0
24,0,0,1,0,62.5,0,0,0.2083,17,0.5,0.2174,1.0,2,0,0,0,0,0,0,0,0
26,0,0,2,1,65.3846,0,0,0.2308,18,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
41,0,0,1,1,63.4146,0,0,0.1707,32,0.95,0.075,1.0,3,0,0,0,0,0,0,0,0
117,0,0,1,1,90.5983,0,0,0.0855,30,0.95,0.0517,1.0,3,0,0,0,0,0,0,0,0
44,0,0,1,0,79.5455,0,0,0.2045,36,0.95,0.0465,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,77.7778,0,0,0.1389,28,0.9,0.1143,1.0,3,1,0,0,0,0,1,0,0
24,0,0,2,1,66.6667,0,0,0.25,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,72.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
57,0,0,2,1,84.2105,0,0,0.1228,48,0.8,0.0357,1.0,2,0,0,0,0,0,0,0,0
36,0,0,1,1,63.8889,0,0,0.1944,27,0.95,0.0857,1.0,3,0,0,0,0,0,0,0,0
48,0,0,1,0,81.25,0,0,0.2083,27,0.5,0.0426,1.0,2,0,0,0,0,0,0,0,0
45,0,0,1,1,68.8889,0,0,0.2,36,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,67.8571,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
42,0,0,1,1,83.3333,0,0,0.2143,33,0.5,0.0976,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,72.7273,0,0,0.1818,24,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,73.0769,0,0,0.1923,18,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,75.0,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,65.0,0,0,0.25,12,0.88,0.2632,1.0,2,1,0,1,52,0,1,1,1
38,0,0,0,1,76.3158,0,0,0.2632,16,0.95,0.0811,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,67.7419,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,73.0769,0,0,0.1923,18,0.9,0.16,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,61.5385,0,0,0.1923,18,0.85,0.16,1.0,3,0,0,0,0,0,0,0,0
82,0,0,2,1,91.4634,0,0,0.0854,73,0.5,0.0247,1.0,4,0,0,0,0,0,0,0,0
19,0,0,1,1,47.3684,0,0,0.2632,11,0.95,0.2222,1.0,3,1,1,1,4,0,1,0,1
27,0,0,1,1,66.6667,0,0,0.1852,19,0.85,0.1538,1.0,3,0,0,0,0,0,0,0,0
31,0,0,0,1,67.7419,0,0,0.1613,22,0.5,0.1,1.0,4,0,0,0,0,0,0,0,0
34,0,0,1,0,79.4118,0,0,0.1471,27,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,66.6667,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,42.8571,0,0,0.2381,13,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,72.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,1,0,0,1,1,1
26,0,0,1,1,65.3846,0,0,0.1923,18,0.9,0.16,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,64.2857,0,0,0.2143,19,0.95,0.0741,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,46.4286,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,78.5714,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,1,211,0,1,0,1
27,0,0,1,1,66.6667,0,0,0.1852,19,0.95,0.2308,1.0,3,0,0,0,0,0,0,0,0
20,0,0,0,0,45.0,0,0,0.25,12,0.35,0.1053,1.0,3,0,0,0,0,0,0,0,0
45,0,0,1,1,80.0,0,0,0.1778,36,0.95,0.0455,1.0,3,0,0,0,0,0,0,0,0
66,0,0,1,1,86.3636,0,0,0.1667,33,0.5,0.0462,1.0,2,0,0,0,0,0,0,0,0
64,0,0,1,0,81.25,2,1,0.1719,25,0.5,0.1111,1.0,4,0,0,0,0,0,0,0,0
31,0,0,1,0,70.9677,0,0,0.1613,24,0.88,0.1333,1.0,2,0,0,0,0,0,0,0,0
38,0,0,1,1,78.9474,0,0,0.1579,29,0.5,0.1622,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,68.9655,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,71.4286,0,0,0.1429,27,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,78.7879,0,0,0.1515,25,0.9,0.1875,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,72.2222,0,0,0.1944,27,0.95,0.0857,1.0,3,0,0,0,0,0,0,0,0
30,0,0,2,0,90.0,0,0,0.2,23,0.85,0.1724,1.0,3,0,0,0,0,0,0,0,0
32,0,0,2,1,65.625,0,0,0.1875,24,0.9,0.129,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,1,76.6667,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
40,0,0,4,1,75.0,0,0,0.225,31,0.85,0.0769,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,66.6667,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
53,0,0,2,0,73.5849,0,0,0.1698,35,0.95,0.0577,1.0,3,0,0,0,0,0,0,0,0
38,0,0,1,0,73.6842,0,0,0.1579,31,0.5,0.1081,1.0,7,0,0,0,0,0,0,0,0
41,0,0,1,1,78.0488,0,0,0.1463,32,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
38,0,0,1,1,71.0526,0,0,0.1842,29,0.95,0.0811,1.0,3,0,0,0,0,0,0,0,0
38,0,0,0,1,63.1579,0,0,0.1842,13,0.35,0.1622,1.0,3,0,0,0,0,0,0,0,0
24,0,0,2,1,70.8333,0,0,0.25,16,0.88,0.1739,1.0,2,0,0,0,0,0,0,0,0
22,0,0,2,1,63.6364,0,0,0.2727,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,1,56.5217,0,0,0.2174,15,0.95,0.2273,1.0,3,0,0,1,157,1,1,0,1
43,0,0,2,1,62.7907,0,0,0.2093,34,0.5,0.0952,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,72.4138,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.2258,17,0.5,0.1333,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,56.25,0,0,0.2188,23,0.5,0.0968,1.0,3,0,0,0,0,0,0,0,0
52,0,0,0,0,84.6154,0,0,0.2308,13,0.85,0.0784,1.0,3,0,0,0,0,0,0,0,0
32,0,0,2,0,71.875,0,0,0.1875,25,0.95,0.1935,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,0,73.0769,0,0,0.1923,19,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
56,0,0,2,1,78.5714,0,0,0.1964,47,0.8,0.0545,1.0,2,0,0,0,0,0,0,0,0
46,0,0,0,0,80.4348,0,0,0.1522,13,0.95,0.0444,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,76.6667,0,0,0.1667,22,0.5,0.2069,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,58.3333,0,0,0.2083,16,0.5,0.1739,1.0,2,0,0,0,16,0,1,0,1
111,0,0,0,1,87.3874,3,1,0.1441,33,0.95,0.0364,0.982,3,0,0,0,0,0,0,0,0
26,0,0,1,1,65.3846,0,0,0.1923,18,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,78.5714,0,0,0.1786,20,0.9,0.1481,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,0,65.3846,0,0,0.1923,19,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,64.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
59,0,0,1,0,93.2203,0,0,0.1525,30,0.5,0.069,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,0,56.5217,0,0,0.2174,16,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,70.3704,0,0,0.1852,19,0.9,0.1538,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.5,0.1667,1.0,2,0,0,0,0,0,1,0,1
28,0,0,1,1,64.2857,0,0,0.1786,20,0.95,0.1481,1.0,3,0,1,0,0,0,0,0,0
26,0,0,0,1,53.8462,0,0,0.2308,17,0.35,0.24,1.0,3,0,0,0,0,0,0,0,0
80,0,0,0,1,85.0,0,0,0.075,7,0.5,0.0506,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,77.7778,0,0,0.1852,19,0.9,0.1923,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,74.2857,0,0,0.1429,27,0.95,0.1471,1.0,3,0,0,1,0,0,1,0,1
36,0,0,1,1,66.6667,0,0,0.2222,27,0.35,0.1143,1.0,4,0,0,0,0,0,0,0,0
92,0,0,1,1,95.6522,0,0,0.1522,19,0.8,0.0659,1.0,2,0,0,0,0,0,0,0,0
34,0,0,1,1,79.4118,0,0,0.1471,26,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,52.381,0,0,0.2381,13,0.95,0.25,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,68.5714,0,0,0.2,26,0.95,0.1471,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,84.8485,0,0,0.1515,25,0.9,0.125,1.0,3,0,0,0,0,0,0,0,0
38,0,0,2,0,76.3158,0,0,0.2105,19,0.5,0.0811,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,68.75,0,0,0.1562,24,0.95,0.129,1.0,3,0,0,0,0,0,0,0,0
26,0,0,2,1,65.3846,0,0,0.2308,18,0.85,0.16,1.0,2,0,0,0,0,0,0,0,0
36,0,0,2,0,80.5556,0,0,0.1667,29,0.5,0.1143,1.0,2,0,0,0,0,0,0,0,0
20,0,0,1,1,55.0,0,0,0.25,12,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0
96,0,0,2,1,90.625,0,0,0.0938,76,0.95,0.0421,1.0,3,0,0,0,0,0,0,0,0
38,0,0,1,1,86.8421,0,0,0.1579,30,0.5,0.1622,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,70.8333,0,0,0.2083,16,0.5,0.1739,1.0,2,2,0,0,9,0,0,0,1
21,0,0,1,0,52.381,0,0,0.2381,14,0.55,0.2,1.0,4,0,0,0,0,0,0,0,0
24,0,0,1,1,87.5,0,0,0.2083,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,77.7778,0,0,0.1852,19,0.5,0.1923,1.0,2,1,3,0,12,0,1,0,1
56,0,0,2,1,83.9286,0,0,0.1964,47,0.8,0.1091,1.0,2,0,0,0,0,0,0,0,0
99,0,0,1,1,89.899,0,0,0.0909,16,0.5,0.0204,1.0,4,0,0,0,0,0,0,0,0
19,0,0,0,0,47.3684,0,0,0.2632,11,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.9,0.1667,1.0,3,0,0,0,0,0,0,0,0
35,0,0,2,0,74.2857,0,0,0.1714,28,0.95,0.1471,1.0,3,0,0,0,0,0,0,0,0
39,0,0,1,1,79.4872,0,0,0.2051,30,0.95,0.0789,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,0,60.8696,0,0,0.2174,16,0.85,0.1818,1.0,3,0,0,0,0,0,0,0,0
43,0,0,2,0,58.1395,0,0,0.2093,35,0.5,0.0476,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,0,74.1935,0,0,0.1613,24,0.85,0.1333,1.0,3,0,0,0,0,0,0,0,0
27,0,0,2,1,59.2593,0,0,0.2222,19,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,1,80.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
466,1,1,2,0,99.3562,10,1,0.1223,11,0.5,0.0409,0.9678,2,0,0,0,0,0,0,0,0
18,0,0,0,1,55.5556,0,0,0.2778,4,0.5,0.1765,1.0,2,0,0,0,0,0,0,0,0
35,0,0,2,0,68.5714,0,0,0.2,28,0.9,0.2059,1.0,3,0,0,0,0,0,0,0,0
31,0,0,2,1,67.7419,0,0,0.1935,23,0.9,0.1333,1.0,2,0,0,0,0,0,0,0,0
38,0,0,1,1,84.2105,0,0,0.1842,29,0.5,0.0541,1.0,4,0,0,0,0,0,0,0,0
32,0,0,1,1,71.875,0,0,0.2188,23,0.95,0.0968,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,64.0,0,0,0.2,17,0.5,0.2083,1.0,2,0,0,0,39,0,1,0,1
37,0,0,1,1,51.3514,0,0,0.1892,28,0.95,0.1111,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,65.3846,0,0,0.1923,18,0.9,0.16,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,64.0,0,0,0.2,17,0.9,0.1667,1.0,3,0,0,0,0,0,0,0,0
55,0,0,1,1,85.4545,0,0,0.2,46,0.95,0.0556,1.0,3,0,0,0,0,0,0,0,0
37,0,0,3,1,75.6757,0,0,0.1892,29,0.88,0.1111,1.0,2,0,0,0,0,0,0,0,0
30,0,0,3,1,73.3333,0,0,0.2333,22,0.88,0.1379,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,65.3846,0,0,0.1923,18,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
47,0,0,2,1,89.3617,0,0,0.1915,38,0.5,0.0435,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,59.0909,0,0,0.2273,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,1,83.3333,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
23,0,0,0,1,65.2174,0,0,0.2174,4,0.5,0.0909,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,63.6364,0,0,0.2273,14,0.95,0.1905,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,60.0,0,0,0.2333,21,0.35,0.1034,1.0,4,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,84.8485,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
27,0,0,2,1,70.3704,0,0,0.2222,19,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
29,0,0,2,1,68.9655,0,0,0.2069,21,0.99,0.1429,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,60.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
39,0,0,1,1,71.7949,0,0,0.1795,30,0.95,0.0789,1.0,3,0,0,0,0,0,0,0,0
145,0,0,1,1,95.1724,3,1,0.1379,23,0.95,0.0347,0.9862,3,0,0,0,0,0,0,0,0
28,0,0,1,0,71.4286,0,0,0.2143,21,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
43,0,0,0,1,72.093,0,0,0.1628,12,0.5,0.0714,1.0,2,0,0,0,0,0,0,0,0
34,0,0,1,1,79.4118,0,0,0.1765,26,0.95,0.1515,1.0,3,0,0,0,0,0,0,0,0
48,0,0,2,1,72.9167,0,0,0.2292,39,0.5,0.1915,1.0,3,0,0,0,0,0,0,0,0
28,0,0,2,1,60.7143,0,0,0.2143,20,0.88,0.1852,1.0,2,0,0,0,0,0,0,0,0
58,0,0,3,0,82.7586,0,0,0.1724,50,0.5,0.1053,1.0,4,0,0,0,0,0,0,0,0
30,0,0,1,1,63.3333,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,59.2593,0,0,0.2593,18,0.5,0.1154,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,60.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,75.0,0,0,0.1786,20,0.9,0.1481,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,0,71.4286,0,0,0.2381,14,0.95,0.2,1.0,3,0,0,0,1,0,0,0,0
28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,72.7273,0,0,0.2273,14,0.95,0.1905,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,66.6667,0,0,0.1389,28,0.95,0.1143,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,0,72.4138,0,0,0.2069,22,0.5,0.1786,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,59.375,0,0,0.1562,24,0.95,0.1613,1.0,3,0,0,0,0,0,0,0,0
19,0,0,1,1,47.3684,0,0,0.2632,11,0.5,0.2222,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,77.7778,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,75.7576,0,0,0.1515,25,0.85,0.125,1.0,3,0,0,0,0,0,0,0,0
38,0,0,1,1,86.8421,0,0,0.1316,30,0.95,0.1351,1.0,3,0,0,0,0,0,0,0,0
20,0,0,0,1,55.0,0,0,0.25,5,0.5,0.1579,1.0,2,0,0,0,0,0,0,0,0
37,0,0,2,0,72.973,0,0,0.1892,29,0.95,0.2222,1.0,3,0,0,0,0,0,0,0,0
27,0,0,2,0,51.8519,0,0,0.2222,20,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,69.5652,0,0,0.2174,15,0.5,0.2727,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,0,71.875,0,0,0.1562,25,0.55,0.1613,1.0,4,0,0,0,0,0,0,0,0
23,0,0,1,1,69.5652,0,0,0.2174,15,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0
23,0,0,0,0,34.7826,0,0,0.3043,7,0.5,0.0909,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,59.0909,0,0,0.2273,14,0.95,0.1905,1.0,3,1,0,1,80,0,1,0,1
